doi,first_author,middle_authors,last_author,corresponding_author,year,author_status,year_status
10.1080/01621459.2014.965777,Alexander Volfovsky,,Peter D. Hoff,,2014.0,success,success
10.1080/01621459.2015.1008697,Bailey K. Fosdick,,Peter D. Hoff,,2015.0,success,success
10.1080/01621459.2014.957289,Hongyuan Cao,Matthew M. Churpek; Donglin Zeng,Jason P. Fine,,2014.0,success,success
10.1080/01621459.2015.1016225,,,,,,not_found,not_found
10.1080/01621459.2015.1040880,,,,,,not_found,not_found
10.1080/01621459.2014.937487,Mariel M. Finucane,Christopher J. Paciorek; Gretchen A Stevens,Majid Ezzati,,2014.0,success,success
10.1080/01621459.2015.1073083,Christopher K. Wikle,,Scott H. Holan,,2015.0,success,success
10.1080/01621459.2015.1073085,Mariel M. Finucane,Christopher Paciorek; Gretchen A Stevens,Majid Ezzati,,2015.0,success,success
10.1080/01621459.2015.1023805,José R. Zubizarreta,,,José R. Zubizarreta,2015.0,success,success
10.1080/01621459.2015.1023806,,,,,,not_found,not_found
10.1080/01621459.2015.1034802,,,,,,not_found,not_found
10.1080/01621459.2015.1040881,Hang J. Kim,Lawrence H. Cox; Alan F. Karr; Jerome P. Reiter,Quanli Wang,,2015.0,success,success
10.1080/01621459.2014.956872,Kosuke Imai,,Marc Ratkovic,,2014.0,success,success
10.1080/01621459.2014.958155,Karel Vermeulen,,Stijn Vansteelandt,,2014.0,success,success
10.1080/01621459.2014.946036,Laura Azzimonti,Laura M. Sangalli; Piercesare Secchi; Maurizio Domanin,Fabio Nobile,,2014.0,success,success
10.1080/01621459.2014.946319,,,,,,not_found,not_found
10.1080/01621459.2014.946513,Tianhao Wang,,Yingcun Xia,,2014.0,success,success
10.1080/01621459.2014.946991,Graciela Boente,,Matías Salibián‐Barrera,,2014.0,success,success
10.1080/01621459.2014.948544,Hua Yun Chen,Daniel Rader,Mingyao Li,,2014.0,success,success
10.1080/01621459.2014.948545,Jiming Jiang,Thuan Nguyen,J. Sunil Rao,,2014.0,success,success
10.1080/01621459.2014.950083,Deng Pan,Haijin He; Xinyuan Song,Liuquan Sun,,2015.0,success,success
10.1080/01621459.2014.950375,Yumou Qiu,,Song Xi Chen,,2014.0,success,success
10.1080/01621459.2014.954706,Chun Yip Yau,Chong Man Tang,Thomas C. M. Lee,,2014.0,success,success
10.1080/01621459.2014.957545,Claudia Kirch,Birte Muhsal,Hernando Ombao,,2014.0,success,success
10.1080/01621459.2014.958156,David Azriel,,Armin Schwartzman,,2014.0,success,success
10.1080/01621459.2014.983230,Xanthi Pedeli,A. C. Davison,Konstantinos Fokianos,,2014.0,success,success
10.1080/01621459.2014.1002926,Lo‐Bin Chang,,Donald Geman,,2015.0,success,success
10.1080/01621459.2015.1012391,Faming Liang,Qifan Song,Peihua Qiu,,2015.0,success,success
10.1080/01621459.2015.1016226,,,,,,not_found,not_found
10.1080/01621459.2014.990973,James G. Scott,Ryan C. Kelly; Matthew A. Smith; Pengcheng Zhou,Robert E. Kass,,2015.0,success,success
10.1080/01621459.2014.934827,Yunxiao Chen,Jingchen Liu; Gongjun Xu,Zhiliang Ying,,2014.0,success,success
10.1080/01621459.2014.991394,,,,,,not_found,not_found
10.1080/01621459.2014.995793,Jie Li,Yili Hong; Ram Thapa,Harold E. Burkhart,,2015.0,success,success
10.1080/01621459.2014.995794,Yanxun Xu,Peter Müller; Yuan Yuan; Kamalakar Gulukota,Yuan Ji,,2015.0,success,success
10.1080/01621459.2014.997879,Samuel D. Pimentel,Rachel R. Kelz; Jeffrey H. Silber,Paul R. Rosenbaum,,2015.0,success,success
10.1080/01621459.2015.1006065,Hui Yao,Sungduk Kim; Ming‐Hui Chen; Joseph G. Ibrahim; Arvind Shah,Jianxin Lin,,2015.0,success,success
10.1080/01621459.2015.1006729,Pantelis Z. Hadjipantelis,John A. D. Aston; Hans‐Georg Müller,Jonathan P. Evans,,2015.0,success,success
10.1080/01621459.2015.1008099,Ran Tao,Donglin Zeng; Nora Franceschini; Kari E. North; Eric Boerwinkle,Dan-Yu Lin,,2015.0,success,success
10.1080/01621459.2015.1016223,Bradley J. Barney,Federica Amici; Filippo Aureli; Josep Call,Valen E. Johnson,,2015.0,success,success
10.1080/01621459.2014.983235,R. Dennis Cook,,Xin Zhang,,2014.0,success,success
10.1080/01621459.2014.914441,Cheng Wu,,,Cheng Wu,2014.0,success,success
10.1080/01621459.2014.917978,Sy Han Chiou,Sangwook Kang,Jun Yan,,2014.0,success,success
10.1080/01621459.2014.920256,,,,,,not_found,not_found
10.1080/01621459.2014.920257,Bo Jiang,Chao Ye,Jun S. Liu,,2014.0,success,success
10.1080/01621459.2014.920613,,,,,,not_found,not_found
10.1080/01621459.2014.922469,Wei Ma,Feifang Hu,Zhang Li,,2014.0,success,success
10.1080/01621459.2014.932172,Bradley Efron,,,Bradley Efron,2014.0,success,success
10.1080/01621459.2014.880348,,,,,,not_found,not_found
10.1080/01621459.2013.879260,,,,,,not_found,not_found
10.1080/01621459.2014.880057,Marc Hallin,Davy Paindaveine,Thomas Verdebout,,2014.0,success,success
10.1080/01621459.2014.881742,Hongtu Zhu,Jianqing Fan,Linglong Kong,Hongtu Zhu,2014.0,success,success
10.1080/01621459.2014.884504,,,,,,not_found,not_found
10.1080/01621459.2014.887011,Andrew Harvey,,Alessandra Luati,,2014.0,success,success
10.1080/01621459.2014.889021,Bo Wang,,Jian Qing Shi,,2014.0,success,success
10.1080/01621459.2013.873367,,,,,,not_found,not_found
10.1080/01621459.2013.879261,Paul R. Rosenbaum,,,Paul R. Rosenbaum,2014.0,success,success
10.1080/01621459.2014.880058,Peisong Han,,,Peisong Han,2014.0,success,success
10.1080/01621459.2014.881743,,,,,,not_found,not_found
10.1080/01621459.2014.882842,Bing Li,Hyonho Chun,Hongyu Zhao,,2014.0,success,success
10.1080/01621459.2014.885434,Yehua Li,,Yongtao Guan,,2014.0,success,success
10.1080/01621459.2013.879063,Michael Rosenblum,Han Liu,En-Hsu Yen,,2014.0,success,success
10.1080/01621459.2013.877275,Shan Luo,,Zehua Chen,,2014.0,success,success
10.1080/01621459.2014.889022,Alexander Aue,Rex C. Y. Cheung; Thomas C. M. Lee,Ming Zhong,,2014.0,success,success
10.1080/01621459.2013.879531,,,,,,not_found,not_found
10.1080/01621459.2013.879828,Jianqing Fan,Yunbei Ma,Wei Dai,,2014.0,success,success
10.1080/01621459.2014.881741,Ning Hao,,Hao Helen Zhang,,2014.0,success,success
10.1080/01621459.2014.887012,,,,,,not_found,not_found
10.1080/01621459.2014.916577,Holger Dette,Ria Van Hecke,Stanislav Volgushev,,2014.0,success,success
10.1080/01621459.2013.879061,Isadora Antoniano‐Villalobos,Sara Wade,Stephen G. Walker,,2014.0,success,success
10.1080/01621459.2013.879062,Daniel Percival,Donald B. Percival; D. W. Denbo; Edison Gica; Paul Y. Huang; Harold O. Mofjeld,Michael C. Spillane,,2014.0,success,success
10.1080/01621459.2014.881739,Dandan Liu,Yingye Zheng; Ross L. Prentice,Li Hsu,,2014.0,success,success
10.1080/01621459.2014.881740,Ick Hoon Jin,Suyu Liu; Peter F. Thall,Ying Yuan,,2014.0,success,success
10.1080/01621459.2014.884502,Haim Bar,James G. Booth,Martin T. Wells,,2014.0,success,success
10.1080/01621459.2014.884503,Xiaosun Lu,J. S. Marron,Perry Haaland,,2014.0,success,success
10.1080/01621459.2014.898583,Kun Chen,Kung‐Sik Chan,Nils Chr. Stenseth,,2014.0,success,success
10.1080/01621459.2013.858630,Leonard A. Stefanski,Yichao Wu,Kyle Ross White,,2013.0,success,success
10.1080/01621459.2013.866566,Ngai Hang Chan,Chun Yip Yau,Rongmao Zhang,,2013.0,success,success
10.1080/01621459.2013.872037,Guangming Pan,Jiti Gao,Yanrong Yang,,2013.0,success,success
10.1080/01621459.2013.870905,Giorgos Minas,John A. D. Aston,Nigel Stallard,,2013.0,success,success
10.1080/01621459.2013.856794,Jing Lei,,,Jing Lei,2013.0,success,success
10.1080/01621459.2013.858629,Xu Liu,Hongmei Jiang,Yong Zhou,,2013.0,success,success
10.1080/01621459.2013.866564,Bruno Scarpa,,David B. Dunson,,2013.0,success,success
10.1080/01621459.2013.866899,Shuzhuan Zheng,Lijian Yang,Wolfgang Karl Härdle,,2013.0,success,success
10.1080/01621459.2013.869224,Roger Koenker,,Ivan Mizera,,2013.0,success,success
10.1080/01621459.2013.864166,Hua Zhou,,Yichao Wu,,2013.0,success,success
10.1080/01621459.2013.859617,Hulin Wu,Tao Lu; Hongqi Xue,Hua Liang,,2013.0,success,success
10.1080/01621459.2013.857611,Aurore Delaigle,,Peter Hall,,2013.0,success,success
10.1080/01621459.2013.866565,Forrest W. Crawford,Vladimir N. Minin,Marc A. Suchard,,2013.0,success,success
10.1080/01621459.2013.866567,Marco Di Marzio,Agnese Panzera,Charles Taylor,,2013.0,success,success
10.1080/01621459.2013.872651,Miguel de Carvalho,,A. C. Davison,,2014.0,success,success
10.1080/01621459.2013.872994,Chao Wang,Heng Liu; Jianfeng Yao; Richard A. Davis,Wai Keung Li,,2014.0,success,success
10.1080/01621459.2013.873366,Zongwu Cai,,Xian Wang,,2014.0,success,success
10.1080/01621459.2013.869499,Antonio Lijoi,,Bernardo Nipoti,,2013.0,success,success
10.1080/01621459.2013.866563,R. Dennis Cook,,Xin Zhang,,2013.0,success,success
10.1080/01621459.2013.869223,Veronika Ročková,,Edward I. George,,2013.0,success,success
10.1080/01621459.2013.872993,Faming Liang,Yichen Cheng,Guang Lin,,2014.0,success,success
10.1080/01621459.2014.899497,Lisha Chen,Winston Wei Dou,Zhihua Qiao,,2014.0,success,success
10.1080/01621459.2013.830070,Luo Xiao,Sally W. Thurston; David Ruppert; Tanzy Love,Philip W. Davidson,,2013.0,success,success
10.1080/01621459.2013.870904,Hui Huang,Xiaomei Ma; Rasmus Waagepetersen; Theodore R. Holford; Rong Wang; Harvey Risch; Lloyd Mueller,Yongtao Guan,,2013.0,success,success
10.1080/01621459.2013.859076,Marco Carone,Masoud Asgharian,Nicholas P. Jewell,,2013.0,success,success
10.1080/01621459.2013.859077,Patrick M. Joyce,Donald Malec; Roderick J. A. Little; Aaron Gilary; Alfredo Menéndez Navarro,Mark Asiala,,2013.0,success,success
10.1080/01621459.2013.848807,Lucas Janson,,Bala Rajaratnam,,2013.0,success,success
10.1080/01621459.2013.869222,Naim U. Rashid,Wei Sun,Joseph G. Ibrahim,,2013.0,success,success
10.1080/01621459.2013.869498,Corwin Zigler,,Francesca Dominici,,2013.0,success,success
10.1080/01621459.2013.830071,Ziyue Liu,Anne Rentoumis Cappola; Leslie J. Crofford,Wensheng Guo,,2013.0,success,success
10.1080/01621459.2013.847373,Yinshan Zhao,David K.B. Li; A. John Petkau; Andrew Riddehough,Anthony Traboulsee,,2013.0,success,success
10.1080/01621459.2013.863157,Ben B. Hansen,Paul R. Rosenbaum,Dylan S. Small,,2013.0,success,success
10.1080/01621459.2013.852978,Genevera I. Allen,Logan Grosenick,Jonathan Taylor,,2013.0,success,success
10.1080/01621459.2013.847841,François Portier,,Bernard Delyon,,2013.0,success,success
10.1080/01621459.2013.841583,Nicolas J.-B. Brunel,Quentin Clairon,Florence d'Alché-Buc,Nicolas J.-B. Brunel,2013.0,success,success
10.1080/01621459.2013.824892,Alan Huang,,,Alan Huang,2013.0,success,success
10.1080/01621459.2013.864189,Christina D. Wang,,Per A. Mykland,,2013.0,success,success
10.1080/01621459.2013.836975,Eun Ryung Lee,Hohsuk Noh,Byeong U. Park,,2013.0,success,success
10.1080/01621459.2013.847375,Ruosha Li,Yu Cheng,Jason P. Fine,,2013.0,success,success
10.1080/01621459.2013.836974,Ching‐Kang Ing,,Chiao-Yi Yang,,2013.0,success,success
10.1080/01621459.2013.838168,Tomohiro Ando,,Ker-Chau Li,,2013.0,success,success
10.1080/01621459.2013.850086,Jingyuan Liu,Runze Li,Rongling Wu,,2014.0,success,success
10.1080/01621459.2013.844699,Fang Han,,Han Liu,,2013.0,success,success
10.1080/01621459.2013.844698,Lan Liu,,Michael G. Hudgens,,2013.0,success,success
10.1080/01621459.2013.839451,A. C. Davison,D. A. S. Fraser; Nancy Reid,Nicola Sartori,,2014.0,success,success
10.1080/01621459.2013.864178,Simon Barthelmé,,Nicolás Chopin,,2013.0,success,success
10.1080/01621459.2013.849605,David S. Matteson,,Nicholas A. James,,2013.0,success,success
10.1080/01621459.2013.842173,Gery Geenens,,,Gery Geenens,2013.0,success,success
10.1080/01621459.2013.838167,Kenji Fukumizu,,Chenlei Leng,,2013.0,success,success
10.1080/01621459.2013.842172,Donglin Zeng,,D. Y. Lin,,2013.0,success,success
10.1080/01621459.2013.842488,Layla Parast,Lü Tian,Tianxi Cai,,2013.0,success,success
10.1080/01621459.2013.836972,Bruce G. Lindsay,Marianthi Markatou,Surajit Ray,,2013.0,success,success
10.1080/01621459.2013.856795,Gerda Claeskens,Mia Hubert; Leen Slaets,Kaveh Vakili,,2013.0,success,success
10.1080/01621459.2013.849199,Victor M. Panaretos,Tung Pham,Zhigang Yao,,2013.0,success,success
10.1080/01621459.2014.881153,Suprateek Kundu,,David B. Dunson,,2014.0,success,success
10.1080/01621459.2013.844019,Marie Davidian,,,Marie Davidian,2013.0,success,success
10.1080/01621459.2013.779838,Blakeley B. McShane,Shane T. Jensen; Allan I Pack,Abraham J. Wyner,,2013.0,success,success
10.1080/01621459.2013.836970,Kerby Shedden,,,Kerby Shedden,2013.0,success,success
10.1080/01621459.2013.844021,Blakeley B. McShane,Shane T. Jensen; Allan I Pack,Abraham J. Wyner,,2013.0,success,success
10.1080/01621459.2013.810149,Tao Liu,Joseph W. Hogan; Lisa Wang; Shangxuan Zhang; Rami Kantor; Tao Liu; Joseph W. Hogan; Lisa Wang; Shangxuan Zhang,Rami Kantor,Tao Liu,2013.0,success,success
10.1080/01621459.2013.835656,Takahiro Hoshino,,,Takahiro Hoshino,2013.0,success,success
10.1080/01621459.2013.818001,Malka Gorfine,Li Hsu,Giovanni Parmigiani,,2013.0,success,success
10.1080/01621459.2013.826134,Huaihou Chen,Yuanjia Wang; Myunghee Cho Paik,H. Alex Choi,,2013.0,success,success
10.1080/01621459.2012.745810,Matias D. Cattaneo,Richard K. Crump,Michael Jansson,,2012.0,success,success
10.1080/01621459.2016.1215990,Ulrich K. Müller,,Yulong Wang,,2016.0,success,success
10.1080/01621459.2016.1219261,Xuan Bi,Annie Qu; Junhui Wang,Xiaotong Shen,Annie Qu,2016.0,success,success
10.1080/01621459.2016.1176926,,,,,,not_found,not_found
10.1080/01621459.2016.1192039,,,,,,not_found,not_found
10.1080/01621459.2016.1140051,Kwun Chuen Gary Chan,,Mei‐Cheng Wang,,2016.0,success,success
10.1080/01621459.2016.1191499,Audrey Mauguen,Emily C. Zabor; Nancy E. Thomas; Marianne Berwick; Venkatraman Seshan,Colin B. Begg,,2016.0,success,success
10.1080/01621459.2016.1189336,Janice L. Scealy,,A. H. Welsh,,2016.0,success,success
10.1080/01621459.2016.1190279,Bledar A. Konomi,Georgios Karagiannis; Kevin Lai,Guang Lin,,2016.0,success,success
10.1080/01621459.2016.1195271,Curtis B. Storlie,Brian J. Reich; William N. Rust; Lawrence O. Ticknor; Amanda Bonnie; Andrew Montoya,Sarah Michalak,Curtis B. Storlie,2016.0,success,success
10.1080/01621459.2016.1213634,Michael W. Robbins,Jessica Saunders,Beau Kilmer,,2016.0,success,success
10.1080/01621459.2016.1219259,Brenda López Cabrera,,Franziska Schulz,Franziska Schulz,2016.0,success,success
10.1080/01621459.2016.1197833,,,,,,not_found,not_found
10.1080/01621459.2016.1270044,Dustin Tran,,David M. Blei,,2017.0,success,success
10.1080/01621459.2016.1270050,Simon N. Wood,,,Simon N. Wood,2017.0,success,success
10.1080/01621459.2015.1122602,,,,,,not_found,not_found
10.1080/01621459.2015.1123632,Matthias Katzfuss,,,Matthias Katzfuss,2016.0,success,success
10.1080/01621459.2015.1129968,Thaís C. O. Fonseca,,Marco A. R. Ferreira,,2015.0,success,success
10.1080/01621459.2015.1129969,Shaojun Guo,John Leigh Box,Wenyang Zhang,,2015.0,success,success
10.1080/01621459.2015.1131699,Tao Zou,Wei Lan; Hansheng Wang,Chih‐Ling Tsai,,2016.0,success,success
10.1080/01621459.2015.1133426,Jack Kuipers,,Giusi Moffa,Jack Kuipers,2016.0,success,success
10.1080/01621459.2015.1135803,Jonghyun Yun,Fan Yang,Yuguo Chen,,2016.0,success,success
10.1080/01621459.2015.1136826,Roderick J. A. Little,Donald B. Rubin,Sahar Z. Zangeneh,,2016.0,success,success
10.1080/01621459.2016.1138865,Colin B. Fogarty,Pixu Shi; Mark E. Mikkelsen,Dylan S. Small,,2016.0,success,success
10.1080/01621459.2016.1138866,Jia Li,Viktor Todorov,George Tauchen,,2016.0,success,success
10.1080/01621459.2016.1141686,Simon Lunagómez,Sayan Mukherjee; Robert L. Wolpert,Edoardo M. Airoldi,,2016.0,success,success
10.1080/01621459.2016.1141687,,,,,,not_found,not_found
10.1080/01621459.2016.1147356,Hao Chen,,Jerome H. Friedman,,2016.0,success,success
10.1080/01621459.2016.1148039,Shujie Ma,,Jian Huang,,2016.0,success,success
10.1080/01621459.2016.1148608,,,,,,not_found,not_found
10.1080/01621459.2016.1148610,Andreas Hagemann,,,Andreas Hagemann,2016.0,success,success
10.1080/01621459.2016.1270057,,,,,2017.0,missing,success
10.1080/01621459.2016.1243479,Min Qian,,,Min Qian,2016.0,success,success
10.1080/01621459.2016.1164051,Yize Zhao,Matthias Chung; Brent A. Johnson; Carlos S. Moreno,Qi Long,Qi Long,2016.0,success,success
10.1080/01621459.2016.1148611,Guanhua Chen,Donglin Zeng,Michael R. Kosorok,Michael R. Kosorok,2016.0,success,success
10.1080/01621459.2016.1245073,Matt Taddy,,,Matt Taddy,2016.0,success,success
10.1080/01621459.2016.1245070,Edoardo M. Airoldi,,,Edoardo M. Airoldi,2016.0,success,success
10.1080/01621459.2016.1165683,Mark Fiecas,,Hernando Ombao,Mark Fiecas,2016.0,success,success
10.1080/01621459.2016.1167693,Jeremy Gaskins,Michael J. Daniels,Bess H. Marcus,Michael J. Daniels,2016.0,success,success
10.1080/01621459.2016.1174132,Jared S. Murray,,Jerome P. Reiter,,2016.0,success,success
10.1080/01621459.2016.1180985,Wolfgang Karl Härdle,Brenda López Cabrera; Ostap Okhrin,Weining Wang,,2016.0,success,success
10.1080/01621459.2016.1244064,Tianxi Cai,,Lü Tian,Tianxi Cai,2016.0,success,success
10.1080/01621459.2016.1242427,Alexander R. Luedtke,,Mark J. van der Laan,Alexander R. Luedtke,2016.0,success,success
10.1080/01621459.2016.1243480,Elizabeth L. Ogburn,,,Elizabeth L. Ogburn,2016.0,success,success
10.1080/01621459.2016.1243481,Michael Rosenblum,,,Michael Rosenblum,2016.0,success,success
10.1080/01621459.2016.1250573,Guanhua Chen,Donglin Zeng,Michael R. Kosorok,Michael R. Kosorok,2016.0,success,success
10.1080/01621459.2016.1180986,Simon N Wood,Natalya Pya,Benjamin Säfken,Simon N Wood,2016.0,success,success
10.1080/01621459.2016.1250576,Thomas Kneib,,,Thomas Kneib,2016.0,success,success
10.1080/01621459.2016.1250579,Thomas W. Yee,,,Thomas W. Yee,2016.0,success,success
10.1080/01621459.2016.1250580,Sonja Greven,,Fabian Scheipl,Sonja Greven,2016.0,success,success
10.1080/01621459.2016.1250583,Simon N. Wood,Natalya Pya,Benjamin Säfken,Simon N. Wood,2016.0,success,success
10.1080/01621459.2015.1093946,,,,,,not_found,not_found
10.1080/01621459.2015.1096787,Patrick R. Conrad,Youssef M. Marzouk; Natesh S. Pillai,Aaron Smith,Patrick R. Conrad,2015.0,success,success
10.1080/01621459.2015.1100620,,,,,,not_found,not_found
10.1080/01621459.2015.1100621,Ville Satopää,Robin Pemantle,Lyle Ungar,Ville Satopää,2015.0,success,success
10.1080/01621459.2015.1100622,,,,,,not_found,not_found
10.1080/01621459.2015.1100996,Pietro Coretto,,Christian Hennig,,2016.0,success,success
10.1080/01621459.2015.1105807,Rebecca C. Steorts,Rob Hall,Stephen E. Fienberg,,2015.0,success,success
10.1080/01621459.2015.1105808,Wang Miao,Peng Ding,Zhi Geng,Peng Ding,2015.0,success,success
10.1080/01621459.2015.1110031,Valentin Patilea,César Sánchez-Sellero,Matthieu Saumard,,2015.0,success,success
10.1080/01621459.2015.1110032,Bing‐Yi Jing,Zhouping Li; Guangming Pan,Zhou Wang,Zhouping Li,2015.0,success,success
10.1080/01621459.2015.1110033,Naveen N. Narisetty,,Vijayan N. Nair,,2015.0,success,success
10.1080/01621459.2015.1112803,Pier Luigi Conti,Daniela Marella,Mauro Scanu,Daniela Marella,2015.0,success,success
10.1080/01621459.2015.1113973,Jianqing Fan,Lingzhou Xue,Hui Zou,Hui Zou,2015.0,success,success
10.1080/01621459.2015.1114949,Janet Godolphin,,,Janet Godolphin,2015.0,success,success
10.1080/01621459.2015.1115357,Botond Cseke,Andrew Zammit‐Mangion; Tom Heskes,Guido Sanguinetti,,2015.0,success,success
10.1080/01621459.2015.1115358,Claudio Agostinelli,,Vı́ctor J. Yohai,,2015.0,success,success
10.1080/01621459.2015.1115762,Xinyu Zhang,Dalei Yu; Guohua Zou,Hua Liang,Hua Liang,2015.0,success,success
10.1080/01621459.2015.1115763,Abhra Sarkar,,David B. Dunson,,2016.0,success,success
10.1080/01621459.2015.1119696,Degui Li,Junhui Qian,Liangjun Su,,2015.0,success,success
10.1080/01621459.2015.1120675,Colin B. Fogarty,,Dylan S. Small,Colin B. Fogarty,2015.0,success,success
10.1080/01621459.2015.1122601,,,,,,not_found,not_found
10.1080/01621459.2016.1140050,Yang Chen,Kuang Shen; Shu‐ou Shan,S. C. Kou,S. C. Kou,2016.0,success,success
10.1080/01621459.2015.1076725,Fernando A. Quintana,Wesley O. Johnson; L. Elaine Waetjen,Ellen B. Gold,,2015.0,success,success
10.1080/01621459.2015.1092974,,,,,,not_found,not_found
10.1080/01621459.2015.1073154,Ritabrata Das,Moulinath Banerjee; Bin Nan,Huiyong Zheng,,2015.0,success,success
10.1080/01621459.2016.1200918,Jon Wakefield,Daniel Simpson,Jessica Godwin,Jon Wakefield,2016.0,success,success
10.1080/01621459.2016.1142880,Sung Won Han,Gong Chen; Myun-Seok Cheon,Judy Zhong,Judy Zhong,2016.0,success,success
10.1080/01621459.2016.1164050,Yue Chen,Vadim Zipunnikov; Pierre‐Louis Bazin; Dzung L. Pham; Daniel S. Reich; Ciprian M. Crainiceanu,Brian Caffo,,2016.0,success,success
10.1080/01621459.2015.1086353,Yanxun Xu,Peter Müller; Abdus S. Wahed,Peter F. Thall,,2015.0,success,success
