doi,first_author,middle_authors,last_author,corresponding_author,status
10.1214/14-AOS1305,Anne-Laure Fougères,Laurens De Haan,Cécile Mercadier,Anne-Laure Fougères,success
10.1214/14-AOS1296,Jianqing Fan,Lingzhou Xue,Hui Zou,,success
10.1214/14-AOS1259,Kevin McGoff,Sayan Mukherjee; Andrew Nobel,Natesh Pillai,Kevin McGoff,success
10.1214/14-AOS1263,Linwei Hu,Min Yang,John Stufken,,success
10.1214/14-AOS1265,,,,,not_found
10.1214/14-AOS1266,Inga Samonenko,,John Robinson,Inga Samonenko,success
10.1214/14-AOS1269,Hao Chen,,Nancy Zhang,Hao Chen,success
10.1214/14-AOS1272,Sourav Chatterjee,,,Sourav Chatterjee,success
10.1214/14-AOS1274,Jing Lei,,Alessandro Rinaldo,Jing Lei,success
10.1214/14-AOS1278,Chris Sherlock,Alexandre H. Thiéry; Gareth O. Roberts,Jeffrey S. Rosenthal,,success
10.1214/14-AOS1280,Ana Ferreira,,Laurens de Haan,Laurens de Haan,success
10.1214/14-AOS1273,Jing Lei,,Vincent Q. Vu,Jing Lei,success
10.1214/14-AOS1276,Joan Bruna,Stéphane Mallat; Emmanuel Bacry,Jean–François Muzy,,success
10.1214/14-AOS1279,Rajarshi Mukherjee,Natesh S. Pillai,Xihong Lin,Rajarshi Mukherjee,success
10.1214/14-AOS1281,Zhigang Bao,Guangming Pan,Zhou Wang,,success
10.1214/14-AOS1282,Kaie Kubjas,Elina Robeva,Bernd Sturmfels,,success
10.1214/14-AOS1271,Peter J. Bickel,Aiyou Chen; Yunpeng Zhao; Elizaveta Levina,Ji Zhu,,success
10.1214/14-AOS1267,T. Tony Cai,,Anru Zhang,T. Tony Cai,success
10.1214/14-AOS1234,Peter Binev,Albert Cohen; Martin Campos Pinto,,,success
10.1214/14-AOS1238,Zhaoran Wang,Han Liu,Tong Zhang,Zhaoran Wang,success
10.1214/14-AOS1243,Zheng Tracy Ke,Jiashun Jin,Jianqing Fan,,success
10.1214/14-AOS1245,Piotr Fryzlewicz,,,Piotr Fryzlewicz,success
10.1214/14-AOS1247,R. A. Bailey,,Pierre Druilhet,,success
10.1214/14-AOS1252,,,,,not_found
10.1214/14-AOS1254,Sourav Chatterjee,,,Sourav Chatterjee,success
10.1214/14-AOS1255,Gábor J. Székely,,Maria L. Rizzo,,success
10.1214/14-AOS1257,David L. Donoho,,Matan Gavish,,success
10.1214/14-AOS1258,Chih‐Hao Chang,Hsin‐Cheng Huang,Ching‐Kang Ing,,success
10.1214/14-AOS1223,Dimitris Bertsimas,,Rahul Mazumder,Dimitris Bertsimas,success
10.1214/14-AOS1260,Peter Bühlmann,Jonas Peters,Jan Ernest,,success
10.1214/14-AOS1262,Johannes Schmidt-Hieber,,,Johannes Schmidt-Hieber,success
10.1214/14-AOS1220,William Fithian,,Trevor Hastie,William Fithian,success
10.1214/14-AOS1231,Xu He,,Peter Z. G. Qian,,success
10.1214/14-AOS1233,Bo Jiang,,Jun S Liu,Bo Jiang,success
10.1214/14-AOS1235,Victor Chernozhukov,Denis Chetverikov,Kengo Kato,,success
10.1214/14-AOS1236,Ming-Yen Cheng,TOSHIO HONDA; Jialiang Li,Heng Peng,Ming-Yen Cheng,success
10.1214/14-AOS1239,Natalia A. Bochkina,,Peter J. Green,Natalia A. Bochkina,success
10.1214/14-AOS1240,Alain Celisse,,,Alain Celisse,success
10.1214/14-AOS1244,Johan Segers,Ramon Van den Akker,Bas J. M. Werker,,success
10.1214/14-AOS1246,Ismaël Castillo,,Richard Nickl,,success
10.1214/14-AOS1248,Moritz Jirak,Alexander Meister,Markus Reiß,Moritz Jirak,success
10.1214/14-AOS1249,Weidong Liu,,Qi-Man Shao,,success
10.1214/14-AOS1250,Adam D. Bull,,,Adam D. Bull,success
10.1214/14-AOS1253,Ismaël Castillo,,,Ismaël Castillo,success
10.1214/14-AOS1256,Piet Groeneboom,,,Piet Groeneboom,success
10.1214/14-AOS1261,Richard Lockhart,Jonathan Taylor; Ryan J. Tibshirani,Robert Tibshirani,,success
10.1214/14-AOS1219,Masayo Yoshimori,,Partha Lahiri,,success
10.1214/14-AOS1222,Lilun Du,,Chunming Zhang,Lilun Du,success
10.1214/14-AOS1224,Markus Bibinger,Nikolaus Hautsch; Peter Malec,Markus Reiß,Markus Bibinger,success
10.1214/14-AOS1225,Yuanzhen He,,Boxin Tang,,success
10.1214/14-AOS1229,Fasheng Sun,Min-Qian Liu,Peter Z. G. Qian,Fasheng Sun,success
10.1214/14-AOS1206,Robin J. Evans,,Thomas S. Richardson,,success
10.1214/14-AOS1209,Florian Maire,Randal Douc,Jimmy Olsson,,success
10.1214/14-AOS1218,Christopher R. Genovese,Marco Perone Pacifico; Isabella Verdinelli,Larry Wasserman,Christopher R. Genovese,success
10.1214/14-AOS1230,Victor Chernozhukov,Denis Chetverikov,Kengo Kato,,success
10.1214/14-AOS1237,Axel Bücher,Johan Segers,Stanislav Volgushev,Axel Bücher,success
10.1214/14-AOS1241,Holger Dette,,Yuri Grigoriev,,success
10.1214/14-AOS1242,Efang Kong,,Yingcun Xia,Efang Kong,success
10.1214/14-AOS1217,Jack Kuipers,Giusi Moffa,David Heckerman,Jack Kuipers,success
10.1214/13-AOS1198,Jianqing Fan,Lingzhou Xue,Hui Zou,,success
10.1214/13-AOS1200,Peter M. Aronow,Donald P. Green,Donald K. K. Lee,Peter M. Aronow,success
10.1214/13-AOS1202,Jianqing Fan,,Yuan Liao,,success
10.1214/14-AOS1205,Ulrike Grömping,,Hongquan Xu,,success
10.1214/14-AOS1208,Ery Arias-Castro,,Nicolas Verzélen,,success
10.1214/14-AOS1210,Changliang Zou,Guosheng Yin; Long Feng,Zhaojun Wang,,success
10.1214/12-AOS1078,Alessandro Rinaldo,Sonja Petrović,Stephen E. Fienberg,,success
10.1214/13-AOS1096,Jacob Bien,Jonathan Taylor,Robert Tibshirani,Jacob Bien,success
10.1214/13-AOS1098,Jian Huang,Tingni Sun; Zhiliang Ying; Yi Yu,Cun-Hui Zhang,,success
10.1214/13-AOS1099,Yongmiao Hong,,Yoon-Jin Lee,Yongmiao Hong,success
10.1214/13-AOS1100,Alexei Onatski,Marcelo J. Moreira,Marc Hallin,,success
10.1214/13-AOS1106,A Chatterjee,,S. N. Lahiri,A Chatterjee,success
10.1214/13-AOS1108,Holger Dette,,Kirsten Schorning,Holger Dette,success
10.1214/13-AOS1110,Ngai Hang Chan,Shih-Feng Huang ,Ching‐Kang Ing,Ngai Hang Chan,success
10.1214/13-AOS1089,Johannes Schmidt-Hieber,Axel Munk,Lutz Dümbgen,,success
10.1214/13-AOS1113,Xianyang Zhang,,Xiaofeng Shao,Xianyang Zhang,success
10.1214/13-AOS1118,Chenxu Li,,,Chenxu Li,success
10.1214/12-AOS1070,Animashree Anandkumar,,Ragupathyraj Valluvan,,success
10.1214/12-AOS1080,Caroline Uhler,Garvesh Raskutti; Peter Bühlmann,Bin Yu,,success
10.1214/12-AOS1081,Hannes Leeb,,,Hannes Leeb,success
10.1214/13-AOS1090,EunYi Chung,,Joseph P. Romano,,success
10.1214/12-AOS1044,Cosma Rohilla Shalizi,,Alessandro Rinaldo,Cosma Rohilla Shalizi,success
10.1214/13-AOS1085,Sara van de Geer,,Peter Bühlmann,,success
10.1214/13-AOS1086,Victor M. Panaretos,,Shahin Tavakoli,Victor M. Panaretos,success
10.1214/13-AOS1088,Vladimir Koltchinskii,,Pedro Rangel,Vladimir Koltchinskii,success
10.1214/13-AOS1091,Fuqing Gao,,,Fuqing Gao,success
10.1214/13-AOS1094,Yao Xie,,David Siegmund,Yao Xie,success
10.1214/13-AOS1101,Vianney Perchet,,Philippe Rigollet,Vianney Perchet,success
10.1214/12-AOS1068,Tommaso Cai,Mark G. Low,Xia Yin,,success
10.1214/13-AOS1092,Martin Azizyan,Aarti Singh,Larry Wasserman,Martin Azizyan,success
10.1214/13-AOS1097,Zongming Ma,,,Zongming Ma,success
10.1214/12-AOS1077,Richard A. Berk,Lawrence Brown; Andreas Buja; Kai Zhang,Linda Zhao,,success
10.1214/13-AOS1093,Nadine Hilgert,André Mas,Nicolas Verzélen,,success
10.1214/13-AOS1102,Sergio Bacallado,Stefano Favaro,Lorenzo Trippa,Sergio Bacallado,success
10.1214/13-AOS1103,Dietrich Braess,,Holger Dette,,success
10.1214/13-AOS1104,Jérémie Bigot,,Xavier Gendre,,success
10.1214/13-AOS1105,Lam Si Tung Ho,,Cécile Ané,Lam Si Tung Ho,success
10.1214/13-AOS1107,E. Di Nardo,P. McCullagh,D. Senato,E. Di Nardo,success
10.1214/13-AOS1109,Oleg Lepski,,,Oleg Lepski,success
10.1214/12-AOS1062,Ori Davidov,,Shyamal Peddada,Ori Davidov,success
10.1214/12-AOS1064,Adam D. Bull,,,Adam D. Bull,success
10.1214/12-AOS1074,Wei Zheng,,,Wei Zheng,success
10.1214/12-AOS1075,Dawn B. Woodard,,Jeffrey S. Rosenthal,,success
10.1214/12-AOS1076,Axel Gandy,,Patrick Rubin-Delanchy,Axel Gandy,success
10.1214/12-AOS1079,Holger Dette,Andrey Pepelyshev,Anatoly Zhigljavsky,,success
10.1214/13-AOS1084,Jiming Jiang,,,Jiming Jiang,success
10.1214/12-AOS1058,Tyler J. VanderWeele,,Ilya Shpitser,,success
10.1214/12-AOS1071,Kuang-Yao Lee,Bing Li,Francesca Chiaromonte,Kuang-Yao Lee,success
10.1214/12-AOS1072,Yanyuan Ma,,Li Zhu,Li Zhu,success
10.1214/12-AOS1073,,,,,not_found
10.1214/12-AOS1082,Weidong Liu,,Qi-Man Shao,,success
10.1214/13-AOS1083,Gunnar Taraldsen,,Bo Henry Lindqvist,Gunnar Taraldsen,success
10.1214/13-AOS1087,Xuming He,Lan Wang,Hyokyoung G. Hong,,success
10.1214/12-AOS1065,XuanLong Nguyen,,,XuanLong Nguyen,success
10.1214/12-AOS1050,Fabienne Comte,,Jan Johannes,,success
10.1214/12-AOS1051,Joseph P. Romano,,Azeem M. Shaikh,Joseph P. Romano,success
10.1214/12-AOS1052,Jorge Carlos Román,,James P. Hobert,,success
10.1214/12-AOS1053,Eduard Belitser,Subhashis Ghosal,Harry van Zanten,Eduard Belitser,success
10.1214/12-AOS1054,Vladimir Spokoiny,,,Vladimir Spokoiny,success
10.1214/12-AOS1055,Robert J. Adler,Eliran Subag,Jonathan Taylor,,success
10.1214/12-AOS1056,Shujie Ma,,,Shujie Ma,success
10.1214/12-AOS1060,Richard J. Samworth,,Ming Yuan,,success
10.1214/12-AOS1063,Ganggang Xu,,Jianhua Z. Huang,Ganggang Xu,success
10.1214/12-AOS1061,Hira L. Koul,Ursula U. Müller,Anton Schίck,,success
10.1214/12-AOS1048,Leif T. Johnson,,Charles J. Geyer,,success
10.1214/12-AOS1057,Anatoli Juditsky,Fatma Kılınç Karzan; Arkadi Nemirovski,Boris Polyak,,success
10.1214/12-AOS1066,Kengo Kato,,,Kengo Kato,success
10.1214/12-AOS1067,Didier Chetélat,,Martin T. Wells,Didier Chetélat,success
10.1214/12-AOS1069,Frederick Kin Hing Phoa,,,Frederick Kin Hing Phoa,success
10.1214/12-AOS1039,Florentina Bunea,Yiyuan She,Marten H. Wegkamp,Florentina Bunea,success
10.1214/12-AOS998,T. Tony Cai,,Harrison H. Zhou,T. Tony Cai,success
10.1214/12-AOS1027,Winston Wei Dou,David Pollard,Harrison H. Zhou,Winston Wei Dou,success
10.1214/12-AOS1032,Alekh Agarwal,Sahand Negahban,Martin J. Wainwright,,success
10.1214/12-AOS1033,Arash Amini,,Martin J. Wainwright,,success
10.1214/12-AOS1040,Soumendra N. Lahiri,,Subhadeep Mukhopadhyay,Soumendra N. Lahiri,success
10.1214/12-AOS1041,Lingzhou Xue,,Hui Zou,Lingzhou Xue,success
10.1214/12-AOS1042,Pierre Neuvial,,Etienne Roquain,Pierre Neuvial,success
10.1214/12-AOS1043,Michael Vogt,,,Michael Vogt,success
10.1214/12-AOS1045,Hongtu Zhu,Runze Li,Linglong Kong,Hongtu Zhu,success
10.1214/12-AOS1046,Laëtitia Comminges,,Arnak S. Dalalyan,Laëtitia Comminges,success
10.1214/12-AOS1047,Randal Douc,,Éric Moulines,,success
10.1214/12-AOS1049,Richard J. Samworth,,,Richard J. Samworth,success
10.1214/11-AOS949,Venkat Chandrasekaran,Pablo A. Parrilo,Alan S. Willsky,,success
10.1214/12-AOS979,Ming Yuan,,,Ming Yuan,success
10.1214/12-AOS980,Steffen Lauritzen,,Nicolai Meinshausen,Steffen Lauritzen,success
10.1214/12-AOS981,Martin J. Wainwright,,,Martin J. Wainwright,success
10.1214/12-AOS984,Christophe Giraud,,Alexandre B. Tsybakov,,success
10.1214/12-AOS985,Zhao Ren,,Harrison H. Zhou,Zhao Ren,success
10.1214/12-AOS1001,Emmanuel J. Candès,,Mahdi Soltanolkotabi,Emmanuel J. Candès,success
10.1214/12-AOS1020,Venkat Chandrasekaran,Pablo A. Parrilo,Alan S. Willsky,Venkat Chandrasekaran,success
10.1214/12-AOS999,Tommaso Cai,,Ming Yuan,,success
10.1214/12-AOS1028,Yingying Fan,,Runze Li,Yingying Fan,success
10.1214/12-AOS1029,Ismaël Castillo,,Aad van der Vaart,Ismaël Castillo,success
10.1214/12-AOS1030,,,,,not_found
10.1214/12-AOS1019,Tyler J. VanderWeele,,Thomas S. Richardson,Thomas S. Richardson,success
10.1214/12-AOS1031,Kjetil Røysland,,,Kjetil Røysland,success
10.1214/12-AOS1034,Mahdi Soltanolkotabi,,Emmanuel J. Candès,,success
10.1214/12-AOS1035,Georgios Fellouris,,,Georgios Fellouris,success
10.1214/12-AOS1036,Yunpeng Zhao,Elizaveta Levina,Ji Zhu,Yunpeng Zhao,success
10.1214/12-AOS1037,Han Liu,Fang Han; Ming Yuan; John Lafferty,Larry Wasserman,,success
10.1214/12-AOS1038,Arnak S. Dalalyan,,Joseph Salmon,Arnak S. Dalalyan,success
10.1214/12-AOS1059,Young Lee,Enno Mammen,Byeong U. Park,,success
10.1214/12-AOS1002,Yumou Qiu,,Song Xi Chen,,success
10.1214/12-AOS1007,Alessandro Baldi Antognini,,Maroussa Zagoraiou,Alessandro Baldi Antognini,success
10.1214/12-AOS1009,Animashree Anandkumar,Vincent Y. F. Tan; Furong Huang,Alan S. Willsky,,success
10.1214/16-AOS1500,Holger Dette,Maria Konstantinou,Anatoly Zhigljavsky,,success
10.1214/16-AOS1502,Tiefeng Jiang,Kevin Leder,Gongjun Xu,,success
10.1214/16-AOS1503,Rui Hu,,Douglas P. Wiens,Douglas P. Wiens,success
10.1214/16-AOS1504,Richard Nickl,,Jakob Söhl,,success
10.1214/16-AOS1506,Panos Toulis,,Edoardo M. Airoldi,,success
10.1214/16-AOS1507,Hélène Boistard,Hendrik P. Lopuhaä,Anne Ruiz‐Gazen,,success
10.1214/16-AOS1508,,,,,not_found
10.1214/16-AOS1514,Edgar Dobriban,,,Edgar Dobriban,success
10.1214/16-AOS1472,Yun Yang,Mert Pilancı,Martin J. Wainwright,,success
10.1214/16-AOS1484,,,,,not_found
10.1214/16-AOS1487,Weichen Wang,,Jianqing Fan,,success
10.1214/15-AOS1432,,,,,not_found
10.1214/16-AOS1470,Song Liu,Taiji Suzuki; Raissa Relator; Jun Sese; Masashi Sugiyama,Kenji Fukumizu,,success
10.1214/16-AOS1473,,,,,not_found
10.1214/16-AOS1475,Bing Li,,Jun Song,,success
10.1214/16-AOS1476,Xuening Zhu,Rui Pan; Guodong Li; Yuewen Liu,Hansheng Wang,,success
10.1214/16-AOS1477,Eduard Belitser,,,Eduard Belitser,success
10.1214/16-AOS1478,,,,,not_found
10.1214/16-AOS1481,Ping-Shou Zhong,Wei Lan; Peter X.‐K. Song,Chih‐Ling Tsai,,success
10.1214/16-AOS1482,Peibei Shi,,Annie Qu,,success
10.1214/16-AOS1485,Viktor Todorov,,,Viktor Todorov,success
10.1214/16-AOS1486,Young Lee,Enno Mammen; Jens Perch Nielsen,Byeong U. Park,,success
10.1214/15-AOS1433,,,,,not_found
10.1214/16-AOS1457,,,,,not_found
10.1214/16-AOS1458,Dan Cheng,,Armin Schwartzman,,success
10.1214/16-AOS1459,Jun Li,,Ping-Shou Zhong,,success
10.1214/16-AOS1460,Hervé Cardot,Peggy Cénac,Antoine Godichon,,success
10.1214/16-AOS1461,Tommaso Cai,,Zijian Guo,,success
10.1214/16-AOS1462,Preetam Nandy,Marloes H. Maathuis,Thomas S. Richardson,,success
10.1214/16-AOS1464,Gongjun Xu,,,Gongjun Xu,success
10.1214/16-AOS1465,Hanyuan Hang,,Ingo Steinwart,,success
10.1214/16-AOS1467,,,,,not_found
10.1214/16-AOS1468,Davy Paindaveine,,Thomas Verdebout,,success
10.1214/16-AOS1469,Judith Rousseau,,Botond Szabó,,success
10.1214/16-AOS1471,,,,,not_found
10.1214/16-AOS1474,Yinfei Kong,Daoji Li; Yingying Fan,Jinchi Lv,,success
10.1214/15-AOS1414,James E. Johndrow,Anirban Battacharya,David B. Dunson,,success
10.1214/16-AOS1434,Victor Chernozhukov,Christian Hansen,Yuan Liao,,success
10.1214/16-AOS1435,Sivaraman Balakrishnan,Martin J. Wainwright,Bin Yu,,success
10.1214/16-AOS1437,,,,,not_found
10.1214/16-AOS1448,Yang Ning,,Han Liu,Han Liu,success
10.1214/16-AOS1449,Kshitij Khare,Subhadip Pal,Zhihua Su,,success
10.1214/16-AOS1450,Victor Chernozhukov,Alfred Galichon; Marc Hallin,Marc Henry,,success
10.1214/16-AOS1452,Zeng Li,Qinwen Wang,Jianfeng Yao,,success
10.1214/16-AOS1453,Debarghya Ghoshdastidar,,Ambedkar Dukkipati,,success
10.1214/16-AOS1454,,,,,not_found
10.1214/16-AOS1455,,,,,not_found
10.1214/16-A0S1456,,,,,not_found
10.1214/16-AOS1463,Wang Qinwen,,Jianfeng Yao,Wang Qinwen,success
10.1214/15-AOS1423,Jiashun Jin,,Wanjie Wang,Jiashun Jin,success
10.1214/16-AOS1423A,Ery Arias-Castro,,Nicolas Verzélen,,success
10.1214/16-AOS1423B,Boaz Nadler,,,Boaz Nadler,success
10.1214/16-AOS1423C,Tommaso Cai,,Linjun Zhang,,success
10.1214/16-AOS1423D,Natalia A. Stepanova,,Alexandre B. Tsybakov,Alexandre B. Tsybakov,success
10.1214/16-AOS1501,Jiashun Jin,,Wanjie Wang,Jiashun Jin,success
10.1214/15-AOS1409,,,,,not_found
10.1214/15-AOS1411,Ilya Shpitser,,Eric Tchetgen Tchetgen,,success
10.1214/15-AOS1413,Yongdai Kim,,Jong‐June Jeon,Jong‐June Jeon,success
10.1214/15-AOS1417,Yun Yang,Martin J. Wainwright,Michael I. Jordan,,success
10.1214/15-AOS1418,Magalie Fromont,Matthieu Lerasle,Patricia Reynaud-Bouret,,success
10.1214/15-AOS1422,Ming Yuan,,Ding‐Xuan Zhou,,success
10.1214/15-AOS1424,Zhou Yu,Yuexiao Dong,Jun Shao,,success
10.1214/15-AOS1425,Min Xu,Minhua Chen,John Lafferty,,success
10.1214/15-AOS1431,Yuwen Gu,,Hui Zou,,success
10.1214/16-AOS1440,Luc Devroye,Matthieu Lerasle; Gábor Lugosi,Roberto I. Oliveira,,success
10.1214/16.AOS1444,,,,,not_found
10.1214/16-AOS1480,,,,,not_found
10.1214/16-AOS1492,Hans‐Georg Müller,,,Hans‐Georg Müller,success
10.1214/16-AOS1489,Song Xi Chen,,,Song Xi Chen,success
10.1214/16-AOS1490,Ming−Yen Cheng,,Jianqing Fan,,success
10.1214/16-AOS1491,Aurore Delaigle,,,Aurore Delaigle,success
10.1214/16-AOS1493,Richard J. Samworth,,,Richard J. Samworth,success
10.1214/15-AOS1369,Tengyao Wang,Quentin Berthet,Richard J. Samworth,Tengyao Wang,success
10.1214/15-AOS1375,Jinyuan Chang,Qi-Man Shao,Wen‐Xin Zhou,,success
10.1214/15-AOS1379,Degui Li,Dag Tjøstheim,Jiti Gao,,success
10.1214/15-AOS1385,Ming−Yen Cheng,Toshio Honda,Jialiang Li,,success
10.1214/15-AOS1392,Shiqiong Huang,Jiashun Jin,Zhigang Yao,,success
10.1214/15-AOS1402,Tailen Hsing,Thomas Anthony Brown,Brian J. Thelen,,success
10.1214/15-AOS1416,Yingying Fan,,Jinchi Lv,Jinchi Lv,success
10.1214/15-AOS1421,Jiming Jiang,Cong Li; Debashis Paul; Can Yang,Hongyu Zhao,,success
10.1214/16-AOS1438,Michael G. Akritas,,,Michael G. Akritas,success
10.1214/16-AOS1442,Aurore Delaigle,Peter Hall,Wen‐Xin Zhou,,success
10.1214/16-AOS1443,Tommaso Cai,Xiaodong Li,Zongming Ma,,success
10.1214/15-AOS1428,Anderson Y. Zhang,,Harrison H. Zhou,,success
10.1214/16-AOS1446,Xiaoke Zhang,,Jane-Ling Wang,Xiaoke Zhang,success
10.1214/15-AOS1410,Tianqi Zhao,Guang Cheng,Han Liu,,success
10.1214/15-AOS1391,,,,,not_found
10.1214/15-AOS1412,T. Tony Cai,Yonina C. Eldar,Xiaodong Li,T. Tony Cai,success
10.1214/15-AOS1419,Giuseppe Cavaliere,Iliyan Georgiev,Robert Taylor,,success
10.1214/15-AOS1420,Masahito Hayashi,,Shun Watanabe,Masahito Hayashi,success
10.1214/15-AOS1426,Tommaso Cai,Tengyuan Liang,Alexander Rakhlin,,success
10.1214/15-AOS1427,Xiao Han,Guangming Pan,Bo Zhang,Guangming Pan,success
10.1214/15-AOS1429,Xiaohong Chen,Qi-Man Shao; Wei Biao Wu,Lihu Xu,,success
10.1214/15-AOS1430,Lei Huang,Yingcun Xia,Qin Xu,,success
10.1214/16-AOS1436,Ke Li,,,Ke Li,success
10.1214/16-AOS1439,Tobias Fissler,,Johanna F. Ziegel,Tobias Fissler,success
10.1214/12-AOS1010,Ting Zhang,,Wei Biao Wu,,success
10.1214/12-AOS1017,Lingzhou Xue,Hui Zou,Tianxi Cai,Lingzhou Xue,success
10.1214/12-AOS976,Yacine Ait-Sahalia,,Jean Jacod,Yacine Ait-Sahalia,success
10.1214/12-AOS996,Yu Ru Su,,Jane-Ling Wang,Yu Ru Su,success
10.1214/12-AOS1004,Vincent Rivoirard,,Judith Rousseau,,success
10.1214/12-AOS1011,Yuri I. Ingster,Theofanis Sapatinas,Irina A. Suslina,,success
10.1214/12-AOS1013,M. J. Bayarri,James O. Berger; Anabel Forte,Gonzalo García‐Donato,,success
10.1214/12-AOS1015,Cécile Durot,Vladimir N. Kulikov,Hendrik P. Lopuhaä,,success
10.1214/12-AOS1016,Yuan Wu,,Ying Zhang,,success
10.1214/12-AOS1018,Po‐Ling Loh,,Martin J. Wainwright,,success
10.1214/12-AOS992,Min Yang,,John Stufken,Min Yang,success
10.1214/12-AOS1012,Rina Foygel,Jan Draisma,Mathias Drton,Rina Foygel,success
10.1214/12-AOS1021,Stephen Portnoy,,,Stephen Portnoy,success
10.1214/12-AOS1022,Natesh S. Pillai,,Jun Yin,,success
10.1214/12-AOS1023,John H. J. Einmahl,Andrea Krajina,Johan Segers,John H. J. Einmahl,success
10.1214/12-AOS983,Yanqing Hu,,Feifang Hu,Yanqing Hu,success
10.1214/12-AOS990,Eric J. Tchetgen Tchetgen,,Ilya Shpitser,,success
10.1214/12-AOS1024,Gaorong Li,Heng Peng; Jun Zhang,Li Zhu,,success
10.1214/12-AOS1025,Dong Dai,Philippe Rigollet,Tong Zhang,,success
10.1214/12-AOS1026,Young Lee,Enno Mammen,Byeong U. Park,,success
10.1214/11-AOS961,Philippe Rigollet,,,Philippe Rigollet,success
10.1214/12-AOS969,Bernard Bercu,,Philippe Fraysse,,success
10.1214/12-AOS970,,,,,not_found
10.1214/12-AOS975,Qiying Wang,,Peter C.B. Phillips,Qiying Wang,success
10.1214/12-AOS977,Bing-Yi Jing,Xin-Bing Kong,Zhi Liu,Bing-Yi Jing,success
10.1214/12-AOS978,Hongtu Zhu,Joseph G. Ibrahim,Hyunsoon Cho,,success
10.1214/12-AOS982,Jun Shao,,Xinwei Deng,Jun Shao,success
10.1214/11-AOS965,Guillaume Lecué,,Shahar Mendelson,Guillaume Lecué,success
10.1214/12-AOS974,Gérard Letac,,Hélène Massam,,success
10.1214/12-AOS987,Yu Tang,Hongquan Xu,Dennis K.J. Lin,Yu Tang,success
10.1214/12-AOS993,Jun Li,,Song Xi Chen,,success
10.1214/12-AOS994,Christopher R. Genovese,Marco Perone Pacifico; Isabella Verdinelli,Larry Wasserman,Christopher R. Genovese,success
10.1214/11-AOS955,Judith Rousseau,Nicolás Chopin,Brunero Liseo,,success
10.1214/12-AOS986,Stephen E. Fienberg,,Alessandro Rinaldo,,success
10.1214/12-AOS989,Olivier Ledoit,,Michael Wolf,,success
10.1214/12-AOS991,Helene Gehrmann,,Steffen L. Lauritzen,,success
10.1214/12-AOS997,John Ehrlinger,,Hemant Ishwaran,John Ehrlinger,success
10.1214/12-AOS1005,Yunwen Yang,,Xuming He,Yunwen Yang,success
10.1214/12-AOS995,Enno Mammen,Christoph Rothe,Melanie Schienle,Enno Mammen,success
10.1214/12-AOS1000,Alekh Agarwal,Sahand Negahban,Martin J. Wainwright,Alekh Agarwal,success
10.1214/12-AOS1003,Ryan J. Tibshirani,,Jonathan Taylor,Ryan J. Tibshirani,success
10.1214/12-AOS1006,Viktor Todorov,,George Tauchen,,success
10.1214/12-AOS1008,Kari Lock Morgan,,Donald B. Rubin,,success
10.1214/12-AOS988,Mathias Drton,,Aldo Goia,,success
10.1214/11-AOS936,Dong Chen,,Hans‐Georg Müller,,success
10.1214/11-AOS941,Victoria Plamadeala,,William F. Rosenberger,Victoria Plamadeala,success
10.1214/11-AOS942,Runlong Tang,Moulinath Banerjee,Michael R. Kosorok,,success
10.1214/11-AOS947,Pengsheng Ji,,Jiashun Jin,Pengsheng Ji,success
10.1214/11-AOS948,Mark S. Kaiser,Soumendra N. Lahiri,Daniel J. Nordman,Mark S. Kaiser,success
10.1214/11-AOS952,Aurore Delaigle,,Peter Hall,,success
10.1214/11-AOS954,Masoud Asgharian,Marco Carone,Vahid Fakoor‎,,success
10.1214/11-AOS956,,,,,not_found
10.1214/11-AOS921,P. J. Bickel,,Bas Kleijn,P. J. Bickel,success
10.1214/11-AOS957,Caroline Uhler,,,Caroline Uhler,success
10.1214/11-AOS960,Jingchen Liu,,Gongjun Xu,,success
10.1214/11-AOS940,Diego Colombo,Marloes H. Maathuis; Markus Kalisch,Thomas S. Richardson,Diego Colombo,success
10.1214/11-AOS958,Aurore Delaigle,,Peter Hall,,success
10.1214/11-AOS962,R. Dennis Cook,Liliana Forzani,Adam J. Rothman,R. Dennis Cook,success
10.1214/11-AOS959,Adityanand Guntuboyina,,,Adityanand Guntuboyina,success
10.1214/11-AOS964,Ery Arias-Castro,Sebastien Bubeck,Gábor Lugosi,Ery Arias-Castro,success
10.1214/11-AOS966,Jushan Bai,,Kunpeng Li,Jushan Bai,success
10.1214/11-AOS967,Xiao Han,,Wei Biao Wu,,success
10.1214/11-AOS963,Moritz Jirak,,,Moritz Jirak,success
10.1214/12-AOS968,Yair Goldberg,,Michael R. Kosorok,Yair Goldberg,success
10.1214/12-AOS971,Matthew Parry,A. Philip Dawid,Steffen Lauritzen,Matthew Parry,success
10.1214/12-AOS972,A. Philip Dawid,Steffen Lauritzen,Matthew Parry,A. Philip Dawid,success
10.1214/12-AOS973,Werner Ehm,,Tilmann Gneiting,Werner Ehm,success
10.1214/11-AOS909,Michael L. Stein,,,Michael L. Stein,success
10.1214/11-AOS922,Jinyuan Chang,,Song Xi Chen,,success
10.1214/11-AOS923,Juan Lucas Bali,Graciela Boente; David E. Tyler,Jane-Ling Wang,,success
10.1214/11-AOS924,Evarist Gine,,Richard Nickl,Evarist Gine,success
10.1214/11-AOS925,Alexander Aue,,Thomas C. M. Lee,,success
